,Season,TeamID,eFG,Poss,TO%,FT%,OR%,WORtg,LORtg,WDRtg,LDRtg
51389,2013,1103,0.41747648902821316,73.7875,0.29137726579705236,0.32601880877742945,0.3358333333333333,1.0299847535151618,0.6234118244960191,0.6234118244960191,1.0299847535151618
56986,2014,1103,0.5385044642857143,62.225,0.176777822418642,0.18973214285714285,0.4125,1.333869023704299,0.9642426677380473,0.9642426677380473,1.333869023704299
61572,2015,1103,0.47518939393939397,62.525,0.1599360255897641,0.37196969696969695,0.23508771929824562,1.167532986805278,0.7836865253898441,0.7836865253898441,1.167532986805278
67560,2016,1103,0.5714285714285714,71.8125,0.20887728459530025,0.3125,0.23148148148148148,1.1697127937336815,0.9747606614447345,0.9747606614447345,1.1697127937336815
72545,2017,1103,0.5696997549019608,69.8125,0.21486123545210384,0.3232230392156863,0.3666666666666667,1.2461951656222023,0.9024171888988362,0.9024171888988362,1.2461951656222023
78020,2018,1103,0.6339743589743589,73.525,0.12240734444066642,0.30512820512820515,0.21155638397017706,1.278476708602516,1.2104726283577014,1.2104726283577014,1.278476708602516
87370,2019,1103,0.385593220338983,74.975,0.13337779259753252,0.32901296111665007,0.17853535353535355,1.0936978992997666,0.6135378459486496,0.6135378459486496,1.0936978992997666
1094,2003,1104,0.42274535809018565,71.3375,0.23830383739267563,0.2770557029177719,0.36696696696696696,0.9672332223585071,0.8550902400560714,0.8550902400560714,0.9672332223585071
5573,2004,1104,0.5391712038717483,73.7875,0.2100626799932238,0.32274652147610405,0.24668560606060608,1.0299847535151618,0.9757750296459429,0.9757750296459429,1.0299847535151618
10098,2005,1104,0.4933634992458522,65.6875,0.1598477640342531,0.41161387631975865,0.35416666666666663,1.141769743101808,1.0808753568030447,1.0808753568030447,1.141769743101808
14896,2006,1104,0.48214285714285715,58.575,0.11096884336320956,0.31887755102040816,0.24280732345248474,1.1609048228766539,0.9901835253947929,0.9901835253947929,1.1609048228766539
19821,2007,1104,0.5492052360916316,76.0875,0.1708559224576967,0.4086021505376344,0.37395833333333334,1.3011335633316905,1.117134877608017,1.117134877608017,1.3011335633316905
24871,2008,1104,0.5449747249479631,69.4125,0.25931928687196115,0.23238180196253344,0.40118577075098816,1.311003061408248,0.763551233567441,0.763551233567441,1.311003061408248
30163,2009,1104,0.4767546106557377,72.225,0.12461059190031154,0.4959016393442623,0.34474474474474476,1.190723433714088,1.0799584631360333,1.0799584631360333,1.190723433714088
35132,2010,1104,0.46875,65.4625,0.24441474126408247,0.21458333333333335,0.3045977011494253,1.1304181783463814,0.702692381134237,0.702692381134237,1.1304181783463814
41847,2011,1104,0.38662398921832886,67.8375,0.26533996683250416,0.3037398921832884,0.32859078590785906,0.8402432283029297,0.6928321356182052,0.6928321356182052,0.8402432283029297
45578,2012,1104,0.49358042635658916,54.8875,0.18219084491004328,0.3250968992248062,0.2629310344827586,1.0384878159872466,1.002049647005238,1.002049647005238,1.0384878159872466
51333,2013,1104,0.4928263988522238,62.1625,0.23325960184998995,0.5205643232902917,0.32027649769585254,1.1743414437965012,0.8686909310275488,0.8686909310275488,1.1743414437965012
56486,2014,1104,0.4429964822513591,61.5,0.14634146341463414,0.3620083146786057,0.37303556658395365,1.0731707317073171,1.0406504065040652,1.0406504065040652,1.0731707317073171
61707,2015,1104,0.6462264150943395,74.25,0.20202020202020204,0.5660377358490566,0.29261363636363635,1.3063973063973064,1.1313131313131313,1.1313131313131313,1.3063973063973064
67369,2016,1104,0.49222883597883593,66.575,0.1877581674802854,0.3091931216931217,0.2583333333333333,1.0814870446864437,0.9012392039053698,0.9012392039053698,1.0814870446864437
73963,2017,1104,0.4742063492063492,73.0875,0.1915512228493244,0.4484126984126984,0.30454845088991433,1.108260646485377,0.9030271934325295,0.9030271934325295,1.108260646485377
79071,2018,1104,0.37787356321839083,67.6,0.1849112426035503,0.2775257108287961,0.23963133640552994,0.9615384615384616,0.6804733727810651,0.6804733727810651,0.9615384615384616
87444,2019,1104,0.44552058111380144,65.075,0.16903572800614675,0.29676150121065376,0.31473214285714285,1.1217825585862466,0.8451786400307337,0.8451786400307337,1.1217825585862466
1170,2003,1105,0.525149190110827,75.6,0.20502645502645506,0.2331628303495311,0.3951367781155015,1.2037037037037037,0.9126984126984128,0.9126984126984128,1.2037037037037037
6025,2004,1105,0.5376984126984127,79.3125,0.15130023640661938,0.6378968253968254,0.2811094452773613,1.3490937746256895,0.8951930654058313,0.8951930654058313,1.3490937746256895
11047,2005,1105,0.41608656174334135,64.475,0.20162853819309812,0.36909806295399517,0.36939102564102566,0.9771229158588601,0.9150833656455991,0.9150833656455991,0.9771229158588601
16885,2006,1105,0.5523190045248869,82.7875,0.2536614827117621,0.6566742081447964,0.4162404092071611,1.1958327042125925,0.9059338668277216,0.9059338668277216,1.1958327042125925
20508,2007,1105,0.4552482902170681,71.0,0.19718309859154928,0.34195658638120724,0.27717391304347827,1.2112676056338028,0.6619718309859155,0.6619718309859155,1.2112676056338028
25307,2008,1105,0.48564516129032265,68.7,0.21834061135371177,0.22258064516129034,0.22549019607843135,0.975254730713246,0.8151382823871907,0.8151382823871907,0.975254730713246
30653,2009,1105,0.44084745762711863,68.075,0.2644142489900845,0.3140677966101695,0.3401360544217687,1.2045538009548291,0.5875872199779655,0.5875872199779655,1.2045538009548291
37230,2010,1105,0.4617866847826087,83.825,0.2564867283030122,0.4054574275362319,0.3861283643892339,1.0020876826722338,0.8350730688935282,0.8350730688935282,1.0020876826722338
41216,2011,1105,0.4728163992869875,67.7625,0.1992252351964582,0.3444741532976827,0.3620199146514936,1.2101088360081165,0.7526286662977311,0.7526286662977311,1.2101088360081165
47673,2012,1105,0.4616568914956012,72.1125,0.20107470965505286,0.443108504398827,0.33002735978112174,1.0400416016640666,0.9568382735309413,0.9568382735309413,1.0400416016640666
51547,2013,1105,0.5122881355932204,71.475,0.1888772298006296,0.32263922518159804,0.4633064516129032,1.329136061559986,0.9513816019587269,0.9513816019587269,1.329136061559986
56881,2014,1105,0.3757142857142857,67.9,0.1840942562592047,0.46178571428571424,0.2199624530663329,1.0014727540500736,0.6921944035346097,0.6921944035346097,1.0014727540500736
62076,2015,1105,0.5277110844337735,65.525,0.1907668828691339,0.38095238095238093,0.2372159090909091,1.2666921022510491,0.7478061808470049,0.7478061808470049,1.2666921022510491
67624,2016,1105,0.5716911764705883,74.2125,0.20212228398180898,0.3837316176470588,0.3010810810810811,1.2262085228229744,0.943237325248442,0.943237325248442,1.2262085228229744
73640,2017,1105,0.5724191063174113,73.8125,0.2506350550381033,0.30462249614791986,0.31527093596059114,1.0702794242167655,1.029635901778154,1.029635901778154,1.0702794242167655
77637,2018,1105,0.4227582846003899,68.7875,0.203525349809195,0.334307992202729,0.2532051282051282,0.9158640741413775,0.7704888242776667,0.7704888242776667,0.9158640741413775
87199,2019,1105,0.43193753454947487,61.675,0.16214025131738957,0.22457158651188502,0.4027777777777778,1.070125658694771,0.9404134576408594,0.9404134576408594,1.070125658694771
1873,2003,1106,0.32458333333333333,66.5125,0.30821274196579584,0.19625,0.2129032258064516,0.6464950197331328,0.49614734072542754,0.49614734072542754,0.6464950197331328
5707,2004,1106,0.35527469316189364,66.975,0.2762224710712953,0.3604617182933957,0.4677330391616106,1.0451661067562523,0.6420306084359836,0.6420306084359836,1.0451661067562523
10420,2005,1106,0.47282608695652173,63.45,0.2758077226162332,0.4925889328063241,0.33571428571428574,0.9613869188337273,0.7565011820330969,0.7565011820330969,0.9613869188337273
14447,2006,1106,0.5246796392975794,59.974999999999994,0.21675698207586497,0.4684385382059801,0.3055555555555556,1.1504793664026678,0.9170487703209672,0.9170487703209672,1.1504793664026678
20646,2007,1106,0.51609781843772,65.32499999999999,0.17604286261002683,0.5019352568613652,0.4235632183908046,1.2399540757749714,1.0409491006505933,1.0409491006505933,1.2399540757749714
25460,2008,1106,0.4958296751536435,66.25,0.24150943396226415,0.19139596136962247,0.3833333333333333,1.0415094339622641,0.9056603773584906,0.9056603773584906,1.0415094339622641
30217,2009,1106,0.5853726362625139,62.55,0.1278976818545164,0.29644048943270296,0.4729885057471264,1.3589128697042367,1.2949640287769786,1.2949640287769786,1.3589128697042367
35521,2010,1106,0.4382896764252696,72.13749999999999,0.20793623288858087,0.43251155624036974,0.29869281045751633,1.0535435799688098,0.706983191821175,0.706983191821175,1.0535435799688098
40795,2011,1106,0.410582908885116,67.67500000000001,0.22164758034724782,0.22311827956989247,0.3203647416413374,0.9900258588843737,0.6797192463982267,0.6797192463982267,0.9900258588843737
47248,2012,1106,0.3929398148148148,61.7875,0.258952053408861,0.36574074074074076,0.38446969696969696,0.8577786769168521,0.8092251669026906,0.8092251669026906,0.8577786769168521
51245,2013,1106,0.5180555555555556,63.400000000000006,0.16561514195583593,0.4222222222222222,0.41607142857142854,1.1671924290220819,1.0725552050473186,1.0725552050473186,1.1671924290220819
56703,2014,1106,0.4375,62.099999999999994,0.20933977455716588,0.3273809523809524,0.290625,0.9500805152979067,0.8373590982286635,0.8373590982286635,0.9500805152979067
61904,2015,1106,0.4820772058823529,77.1,0.1945525291828794,0.24310661764705882,0.2875,1.011673151750973,0.8819714656290533,0.8819714656290533,1.011673151750973
67378,2016,1106,0.5081500392772977,74.6,0.11394101876675604,0.2282010997643362,0.2954545454545454,1.219839142091153,0.9919571045576409,0.9919571045576409,1.219839142091153
72201,2017,1106,0.4915060851926978,70.36250000000001,0.19186356368804403,0.25202839756592293,0.35714285714285715,1.0232723396695682,0.9806359921833361,0.9806359921833361,1.0232723396695682
78864,2018,1106,0.53125,70.825,0.18355100600070595,0.4862012987012987,0.2998366013071896,1.1577832686198375,1.0307094952347335,1.0307094952347335,1.1577832686198375
87464,2019,1106,0.4906015037593985,75.1125,0.199700449326011,0.4264828738512949,0.31245880026367834,1.0650690630720585,0.8786819770344484,0.8786819770344484,1.0650690630720585
1356,2003,1107,0.6161971830985915,74.275,0.1750252440255806,0.1267605633802817,0.4577777777777778,1.467519353752945,1.0636149444631438,1.0636149444631438,1.467519353752945
6381,2004,1107,0.45479166666666665,63.2,0.26107594936708856,0.24291666666666667,0.2618279569892473,0.9018987341772151,0.8227848101265822,0.8227848101265822,0.9018987341772151
10284,2005,1107,0.5512672811059908,59.8625,0.20045938609313008,0.3421658986175115,0.36568627450980395,1.1860513677176865,0.9855919816245563,0.9855919816245563,1.1860513677176865
14816,2006,1107,0.46376528753577934,76.9,0.19505851755526657,0.38953942232630756,0.2705949656750572,1.014304291287386,0.8452535760728218,0.8452535760728218,1.014304291287386
20593,2007,1107,0.5386130811662726,66.475,0.2106054907860098,0.4219858156028369,0.25606060606060604,1.0981572019556225,0.9928544565626176,0.9928544565626176,1.0981572019556225
24787,2008,1107,0.4376795977011494,66.75,0.16479400749063672,0.6016522988505747,0.3279569892473118,1.0636704119850187,0.898876404494382,0.898876404494382,1.0636704119850187
29689,2009,1107,0.36160714285714285,62.975,0.18261214767764986,0.39668367346938777,0.26766304347826086,0.9051210797935688,0.7463279078999603,0.7463279078999603,0.9051210797935688
34906,2010,1107,0.5315746753246753,62.599999999999994,0.1916932907348243,0.28879870129870133,0.43103448275862066,1.2140575079872205,1.1501597444089458,1.1501597444089458,1.2140575079872205
40176,2011,1107,0.43148148148148147,61.4875,0.17076641593819883,0.1772079772079772,0.32967032967032966,0.9107542183370604,0.89449075015247,0.89449075015247,0.9107542183370604
45821,2012,1107,0.5998405103668262,65.9625,0.17434148190259616,0.2062200956937799,0.2369047619047619,1.3189312109152926,0.9550881182490051,0.9550881182490051,1.3189312109152926
51011,2013,1107,0.5931140988372092,66.025,0.1968951154865581,0.399890988372093,0.31181181181181183,1.166224914804998,1.1056418023475956,1.1056418023475956,1.166224914804998
56345,2014,1107,0.4585459183673469,63.412499999999994,0.21289178001182735,0.25510204081632654,0.2935483870967742,0.97772521190617,0.8988764044943821,0.8988764044943821,0.97772521190617
61741,2015,1107,0.4862648221343874,65.125,0.23032629558541265,0.2994071146245059,0.2574884792626728,0.9366602687140115,0.8905950095969289,0.8905950095969289,0.9366602687140115
66963,2016,1107,0.5738828967642526,71.4,0.15406162464985995,0.4252696456086287,0.25513513513513514,1.2324929971988794,1.176470588235294,1.176470588235294,1.2324929971988794
72546,2017,1107,0.5365196078431372,69.05,0.20275162925416365,0.31176470588235294,0.2745098039215686,1.1296162201303404,0.9558291093410572,0.9558291093410572,1.1296162201303404
77619,2018,1107,0.5009244992295839,65.76249999999999,0.1520623455616803,0.34036979969183356,0.3173076923076923,1.1404675917126024,1.0492301843755942,1.0492301843755942,1.1404675917126024
87263,2019,1107,0.5107638888888888,60.175,0.19941836310760283,0.2777777777777778,0.1753846153846154,1.0303282093892814,0.8973826339842128,0.8973826339842128,1.0303282093892814
1270,2003,1108,0.39867109634551495,73.3625,0.33395808485261547,0.30912111144669285,0.40723562152133586,0.8451184188107003,0.6815471119441132,0.6815471119441132,0.8451184188107003
6222,2004,1108,0.4733346168656142,74.7125,0.28776978417266186,0.41567192914901807,0.2814039408866995,0.9636941609503095,0.6558474150911828,0.6558474150911828,0.9636941609503095
10922,2005,1108,0.5329415954415955,72.23750000000001,0.2284132202803253,0.38817663817663817,0.26814814814814814,0.9967122339505103,0.927496106592836,0.927496106592836,0.9967122339505103
15100,2006,1108,0.42226335272342674,72.55,0.2136457615437629,0.29177683765203594,0.30952380952380953,1.047553411440386,0.7305306685044797,0.7305306685044797,1.047553411440386
20842,2007,1108,0.4807585440400111,72.01249999999999,0.20135393160909568,0.491386496248958,0.38977272727272727,1.1942371116125674,0.9720534629404619,0.9720534629404619,1.1942371116125674
25520,2008,1108,0.4967105263157895,66.2875,0.26400150858004906,0.3475877192982456,0.36403508771929827,1.1616066377522158,0.7995474259852914,0.7995474259852914,1.1616066377522158
30132,2009,1108,0.5225520833333333,81.6875,0.16526396327467482,0.3148958333333334,0.29499274310595064,1.444529456771232,0.7345065034429993,0.7345065034429993,1.444529456771232
34749,2010,1108,0.49646577380952384,74.7625,0.22738672462798862,0.3077876984126984,0.37948717948717947,1.1101822437719444,0.8961712088279552,0.8961712088279552,1.1101822437719444
40532,2011,1108,0.36588541666666663,79.3875,0.20154306408439615,0.5043402777777778,0.4050462249614792,1.1210832939694535,0.6928042827901117,0.6928042827901117,1.1210832939694535
47406,2012,1108,0.5329520697167756,61.95,0.16142050040355124,0.42483660130718953,0.37384792626728114,1.2106537530266344,1.0976594027441484,1.0976594027441484,1.2106537530266344
51442,2013,1108,0.5254120879120879,63.7,0.1726844583987441,0.22458791208791207,0.31666666666666665,1.161695447409733,0.9105180533751962,0.9105180533751962,1.161695447409733
56709,2014,1108,0.42283724340175954,65.475,0.198549064528446,0.41788856304985333,0.29413919413919415,1.069110347460863,0.6720122184039711,0.6720122184039711,1.069110347460863
61870,2015,1108,0.44943240454076366,65.3125,0.21435406698564594,0.326625386996904,0.3068362480127186,1.0105263157894737,0.8421052631578947,0.8421052631578947,1.0105263157894737
67008,2016,1108,0.44082125603864736,58.975,0.19499788045782113,0.4618357487922705,0.27379553466509987,1.1530309453158119,0.7291225095379398,0.7291225095379398,1.1530309453158119
72933,2017,1108,0.4089184060721063,69.975,0.2500893176134334,0.36480075901328274,0.35694249649368864,1.0575205430510897,0.7145409074669525,0.7145409074669525,1.0575205430510897
77674,2018,1108,0.5401680424528301,71.125,0.1968365553602812,0.27329009433962265,0.24285714285714285,1.1388400702987698,0.9138840070298769,0.9138840070298769,1.1388400702987698
87325,2019,1108,0.49142228739002936,69.1375,0.18803109745073224,0.4126099706744868,0.39869281045751637,1.2438980292894593,0.9546194178267944,0.9546194178267944,1.2438980292894593
1192,2003,1110,0.38954493087557607,67.1125,0.17880424660085678,0.4423963133640553,0.3649595687331536,1.0132240640715218,0.8493201713540697,0.8493201713540697,1.0132240640715218
6283,2004,1110,0.4840909090909091,67.69999999999999,0.16986706056129988,0.6163636363636363,0.3251192368839428,1.1078286558345645,1.063515509601182,1.063515509601182,1.1078286558345645
10099,2005,1110,0.5473182624113475,63.675,0.26698076168040835,0.27349290780141844,0.24507389162561577,1.0051040439733019,0.8637612877895564,0.8637612877895564,1.0051040439733019
14741,2006,1110,0.518984337921215,63.725,0.266771282856022,0.6753678215472235,0.4722222222222222,1.2553942722636329,0.9415457041977245,0.9415457041977245,1.2553942722636329
19457,2007,1110,0.5355113636363636,60.0,0.20833333333333331,0.4337121212121212,0.2821969696969697,1.25,0.8333333333333334,0.8333333333333334,1.25
24696,2008,1110,0.5372990915443745,63.949999999999996,0.14855355746677093,0.41020265548567436,0.301058201058201,1.2978889757623144,1.0633307271305708,1.0633307271305708,1.2978889757623144
29705,2009,1110,0.4443877551020408,57.625,0.19088937093275488,0.3036734693877551,0.3079501915708812,0.9891540130151844,0.9023861171366594,0.9023861171366594,0.9891540130151844
34864,2010,1110,0.44589438339438336,70.3375,0.24880042651501688,0.2854090354090354,0.3325035561877667,0.9241158699129198,0.824595699306913,0.824595699306913,0.9241158699129198
40509,2011,1110,0.5131461675579323,58.724999999999994,0.2298850574712644,0.22972370766488415,0.2774725274725275,1.1409110259684974,0.8173690932311622,0.8173690932311622,1.1409110259684974
45565,2012,1110,0.44166666666666665,66.1375,0.14364014364014366,0.4681972789115646,0.24356368563685638,1.0432810432810433,0.8769608769608769,0.8769608769608769,1.0432810432810433
50978,2013,1110,0.47166530278232405,53.25,0.20657276995305163,0.19639934533551556,0.3736780258519389,1.0328638497652582,0.9389671361502347,0.9389671361502347,1.0328638497652582
56415,2014,1110,0.5588697017268446,59.787499999999994,0.15889609031988294,0.3663657770800628,0.3058755760368664,1.2042651055822706,1.1206355843612796,1.1206355843612796,1.2042651055822706
61503,2015,1110,0.46217391304347827,57.5,0.1826086956521739,0.41826086956521735,0.32077205882352944,1.1478260869565218,0.8521739130434782,0.8521739130434782,1.1478260869565218
67087,2016,1110,0.36231884057971014,65.3125,0.2832535885167464,0.3426773455377574,0.35233918128654973,0.8421052631578947,0.7349282296650718,0.7349282296650718,0.8421052631578947
73777,2017,1110,0.5665843465045592,72.375,0.19343696027633853,0.4977203647416414,0.17962962962962964,1.0915371329879102,1.008635578583765,1.008635578583765,1.0915371329879102
77779,2018,1110,0.4932871678914641,64.2375,0.14788869429850166,0.3411531938948558,0.3821428571428571,1.151975092430434,1.0897061685152754,1.0897061685152754,1.151975092430434
87124,2019,1110,0.4686768149882904,63.8625,0.18790369935408102,0.3319672131147541,0.21599264705882354,0.9395184967704052,0.8768839303190449,0.8768839303190449,0.9395184967704052
1715,2003,1111,0.5738467261904762,96.6625,0.24311392732445364,0.3244047619047619,0.3269230769230769,1.11728953834217,0.9724557092978147,0.9724557092978147,1.11728953834217
5146,2004,1111,0.5527777777777778,71.6,0.21648044692737434,0.26190476190476186,0.37866300366300365,1.11731843575419,1.0754189944134078,1.0754189944134078,1.11731843575419
11233,2005,1111,0.46951970443349755,66.125,0.21928166351606806,0.26323891625615764,0.3456486042692939,0.998109640831758,0.9527410207939508,0.9527410207939508,0.998109640831758
14867,2006,1111,0.6154891304347826,67.475,0.2074842534271953,0.41677989130434784,0.38765294771968856,1.3634679510929975,1.00778065950352,1.00778065950352,1.3634679510929975
20010,2007,1111,0.5451463790446841,78.9625,0.2659490264365996,0.5530046224961479,0.4035714285714286,1.1017888238087699,1.0637961057463985,1.0637961057463985,1.1017888238087699
24576,2008,1111,0.4492937853107345,63.037499999999994,0.21415823914336707,0.14293785310734464,0.3571428571428571,0.9835415427325006,0.8407693833035892,0.8407693833035892,0.9835415427325006
30108,2009,1111,0.5038461538461538,76.2125,0.20993931441692634,0.3440677966101695,0.31567944250871083,1.1677874364441527,0.9184845005740527,0.9184845005740527,1.1677874364441527
35087,2010,1111,0.5699404761904762,71.6375,0.16751003315302737,0.4226190476190476,0.28765880217785844,1.1865294015006107,1.1446518932123537,1.1446518932123537,1.1865294015006107
41073,2011,1111,0.5669129720853858,70.525,0.21978021978021978,0.3125342090859332,0.4204244031830239,1.162708259482453,1.1201701524282168,1.1201701524282168,1.162708259482453
46140,2012,1111,0.526626559714795,73.875,0.11505922165820642,0.375,0.3826121794871795,1.3130287648054146,1.1099830795262267,1.1099830795262267,1.3130287648054146
51181,2013,1111,0.45454545454545453,66.35,0.1281085154483798,0.47272727272727266,0.26706349206349206,1.0550113036925397,0.9645817633760363,0.9645817633760363,1.0550113036925397
56518,2014,1111,0.4495287698412698,67.7875,0.17702378757145493,0.29092261904761907,0.4051878354203936,1.1359026369168357,0.8703669555596534,0.8703669555596534,1.1359026369168357
61958,2015,1111,0.48214285714285715,67.2875,0.2080624187256177,0.3405612244897959,0.24340659340659343,1.0403120936280885,0.8471112762400149,0.8471112762400149,1.0403120936280885
67070,2016,1111,0.544889856557377,70.1875,0.163846838824577,0.3619364754098361,0.3819648093841642,1.2252894033837933,1.1398040961709706,1.1398040961709706,1.2252894033837933
72453,2017,1111,0.3497059840885507,64.375,0.18640776699029127,0.47561397440332065,0.32857142857142857,0.9009708737864077,0.8233009708737864,0.8233009708737864,0.9009708737864077
77732,2018,1111,0.5254261363636363,70.225,0.19935920256318979,0.1859375,0.2696572580645161,1.1961552153791386,0.8686365254538982,0.8686365254538982,1.1961552153791386
87330,2019,1111,0.5878607809847198,71.05,0.15482054890921887,0.30305602716468594,0.27667493796526055,1.2526389866291345,1.1259676284306828,1.1259676284306828,1.2526389866291345
1409,2003,1112,0.5307692307692307,73.8375,0.14897579143389197,0.25384615384615383,0.26050420168067223,1.1511765701709835,0.9615710174369392,0.9615710174369392,1.1511765701709835
5779,2004,1112,0.4774720893141946,78.675,0.20336828725770578,0.19098883572567782,0.34253065774804903,1.0549729901493485,0.9024467747060693,0.9024467747060693,1.0549729901493485
10813,2005,1112,0.5669336384439359,74.425,0.1948270070540813,0.3714721586575134,0.37339971550497864,1.3033254954652336,1.0614712798118913,1.0614712798118913,1.3033254954652336
14818,2006,1112,0.42348927875243664,75.325,0.2787919017590441,0.4907407407407407,0.3836336336336337,0.96913375373382,0.8098240955857948,0.8098240955857948,0.96913375373382
19723,2007,1112,0.41239892183288407,71.6125,0.18153255367428872,0.46280323450134775,0.35815602836879434,1.0054110665037528,0.9076627683714436,0.9076627683714436,1.0054110665037528
25115,2008,1112,0.5005681818181817,60.0875,0.1747451633035157,0.1176948051948052,0.28195121951219515,1.1483253588516746,0.8321198252548367,0.8321198252548367,1.1483253588516746
30037,2009,1112,0.4444444444444444,66.07499999999999,0.23458191449110863,0.30905695611577966,0.3864468864468864,1.044267877412032,0.8475217555807796,0.8475217555807796,1.044267877412032
35261,2010,1112,0.5427777777777778,68.05,0.1763409257898604,0.34296296296296297,0.14955357142857142,1.1609110947832477,0.9110947832476121,0.9110947832476121,1.1609110947832477
40505,2011,1112,0.6150641025641026,62.575,0.20775069916100677,0.34636752136752136,0.25652841781874036,1.3264083100279664,0.9588493807431082,0.9588493807431082,1.3264083100279664
45833,2012,1112,0.5088903743315508,71.1625,0.1897066572984367,0.3716577540106952,0.34832826747720363,1.096082908835412,1.0117688389249957,1.0117688389249957,1.096082908835412
51260,2013,1112,0.5458916083916083,58.8875,0.20377839099978773,0.3155594405594406,0.2727272727272727,1.1037996179155167,1.0868180853322011,1.0868180853322011,1.1037996179155167
